zip,compid,compname,comrate,indrate,resrate
57234,14232,Otter Tail Power Co.,64.49,50.72,74.26
19607,12390,Metropolitan Edison Co.,82.19,64.62,93.56
59424,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
77389,8901,"CenterPoint Energy Houston Electric, LLC",0,0,0
27028,5416,Duke Power Co.,63.62,44.52,78.13
26501,20387,West Penn Power Co.,61.26,47.16,71.66
42001,10171,Kentucky Utilities Co.,57.83,45.19,60.29
56050,13781,Northern States Power Co.,69.79,57.42,89.95
25414,15263,Potomac Edison Co.,80.14,52.31,69.2
14225,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
30224,7140,Georgia Power Co.,76.3,54.04,88.77
95735,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
72903,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
7305,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
24122,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
99158,20169,Avista Corp.,72.22,45.09,65.6
83836,20169,Avista Corp.,72.22,45.09,65.6
77494,8901,"CenterPoint Energy Houston Electric, LLC",0,0,0
71630,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
47283,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
25123,4062,Columbus Southern Power Co.,68.9,51.29,87.05
22972,15263,Potomac Edison Co.,80.14,52.31,69.2
7676,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
30135,7140,Georgia Power Co.,76.3,54.04,88.77
66217,10000,Kansas City Power & Light Co.,60.27,46.48,71
45711,4062,Columbus Southern Power Co.,68.9,51.29,87.05
15120,5487,Duquesne Light Co.,88.77,83.03,104.34
92130,16609,San Diego Gas & Electric Co.,144.57,111.44,168.89
24378,733,Appalachian Power Co.,52.6,36.59,58.52
51553,12341,MidAmerican Energy Co.,65.04,40.61,86.15
61064,4110,Commonwealth Edison Co.,76.48,55.66,86.59
93220,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
63044,19436,Union Electric Co.,56.56,41.72,69.64
35466,195,Alabama Power Co.,81.85,49.23,89.32
8088,9726,Jersey Central Power & Light Co.,121.26,113.99,126.4
10278,4226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
41659,22053,Kentucky Power Co.,67.59,42.47,64.98
54227,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
21635,5027,Delmarva Power & Light Co.,103.72,58.26,118.69
48228,5109,Detroit Edison Co.,85.32,59.4,102.07
64735,12698,Aquila Inc.,68.63,52.06,84.81
94002,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
53078,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
79832,20404,AEP Texas North Co.,0,0,0
46737,4254,Consumers Energy Co.,84.9,65.38,95.35
38617,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
55805,12647,"Minnesota Power, Inc.",62.41,41.45,70.69
14760,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
75232,A3483,Oncor Electric Delivery Co.,0,0,0
49793,5659,Edison Sault Electric Co.,66.21,52.34,73.56
33801,6455,Florida Power Corp.,95.25,83.1,117.91
64037,10000,Kansas City Power & Light Co.,60.27,46.48,71
73501,15474,PSC of Oklahoma,74.19,58.93,84.1
93510,17609,Southern California Edison Co.,144.53,119.66,157.72
10598,4226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
29574,3046,Carolina Power & Light Co.,74.34,57.46,90.23
77007,8901,"CenterPoint Energy Houston Electric, LLC",0,0,0
46327,4110,Commonwealth Edison Co.,76.48,55.66,86.59
49034,9324,Indiana Michigan Power Co.,60.17,43.52,67.29
50624,12341,MidAmerican Energy Co.,65.04,40.61,86.15
24147,733,Appalachian Power Co.,52.6,36.59,58.52
64640,12698,Aquila Inc.,68.63,52.06,84.81
37722,3046,Carolina Power & Light Co.,74.34,57.46,90.23
76941,20404,AEP Texas North Co.,0,0,0
16727,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
84067,14354,PacifiCorp.,59.39,40.36,69.43
43556,18997,Toledo Edison Co.,104.33,44.25,108.58
49088,4254,Consumers Energy Co.,84.9,65.38,95.35
3873,15472,PSC of New Hampshire,136.75,128.88,151.42
72832,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
57421,13809,"NorthWestern Energy, a Division of Northwestern Co",79.6,55.66,85.81
18709,19390,"UGI Utilities, Inc.",90.78,75.54,94.85
66528,22500,Westar Energy Inc.,0,0,0
48051,5109,Detroit Edison Co.,85.32,59.4,102.07
90022,17609,Southern California Edison Co.,144.53,119.66,157.72
71112,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
58794,12819,Montana Dakota Utilities Co.,0,0,0
80456,15466,PSC of Colorado,74.07,58.3,88.42
33186,6452,Florida Power & Light Co.,106.06,88.71,119
54476,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
67514,22500,Westar Energy Inc.,0,0,0
72034,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
1468,11804,Massachusetts Electric Co.,160.29,159.57,154.32
57278,13809,"NorthWestern Energy, a Division of Northwestern Co",79.6,55.66,85.81
12008,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
22853,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
18818,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
48229,5109,Detroit Edison Co.,85.32,59.4,102.07
85730,24211,Tucson Electric Power Co.,103.76,65.74,90.9
24416,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
49302,4254,Consumers Energy Co.,84.9,65.38,95.35
4237,3266,Central Maine Power Co.,129.63,0,144.58
60646,4110,Commonwealth Edison Co.,76.48,55.66,86.59
16694,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
97218,15248,Portland General Electric Co.,75.02,58.26,82.88
40217,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
54763,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
2542,4089,Commonwealth Electric Co.,172.95,163.03,195.27
45358,4922,Dayton Power & Light Co.,75.88,63.79,94.01
83555,20169,Avista Corp.,72.22,45.09,65.6
47138,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
3278,4148,"Unitil Energy Systems, Inc.",0,0,0
38626,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
26218,12796,Monongahela Power Co.,59.39,41.09,72.5
22831,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
73139,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
2149,11804,Massachusetts Electric Co.,160.29,159.57,154.32
15730,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
49097,4254,Consumers Energy Co.,84.9,65.38,95.35
79250,17718,Southwestern Public Service Co.,76.73,54.1,82.84
61102,4110,Commonwealth Edison Co.,76.48,55.66,86.59
78588,3278,AEP Texas Central Co.,0,0,0
28339,3046,Carolina Power & Light Co.,74.34,57.46,90.23
92394,17609,Southern California Edison Co.,144.53,119.66,157.72
10027,4226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
28657,5416,Duke Power Co.,63.62,44.52,78.13
6512,19497,United Illuminating Co.,120.63,102.26,151.34
44646,13998,Ohio Edison Co.,100.63,59.53,104.78
22942,15263,Potomac Edison Co.,80.14,52.31,69.2
8872,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
19801,5027,Delmarva Power & Light Co.,103.72,58.26,118.69
3771,7601,Green Mountain Power Corp.,109.59,75.73,132.56
61301,9208,Illinois Power Co.,73.39,46.63,77.12
85382,803,Arizona Public Service Co.,87.13,61.11,98.47
50078,9162,Interstate Power & Light Co.,0,0,0
63882,19436,Union Electric Co.,56.56,41.72,69.64
4005,3266,Central Maine Power Co.,129.63,0,144.58
19089,14940,PECO Energy Co.,121.2,81.88,139.07
90212,17609,Southern California Edison Co.,144.53,119.66,157.72
23827,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
35470,195,Alabama Power Co.,81.85,49.23,89.32
66949,12698,Aquila Inc.,68.63,52.06,84.81
63384,19436,Union Electric Co.,56.56,41.72,69.64
49873,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
60657,4110,Commonwealth Edison Co.,76.48,55.66,86.59
61749,9208,Illinois Power Co.,73.39,46.63,77.12
26141,12796,Monongahela Power Co.,59.39,41.09,72.5
71419,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
53572,11479,Madison Gas & Electric Co.,89.03,61.22,134.86
12842,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
43963,14006,Ohio Power Co.,63.8,43.58,75.25
91934,16609,San Diego Gas & Electric Co.,144.57,111.44,168.89
1347,20455,Western Massachusetts Electric Co.,150.81,140.37,160.59
76078,A3483,Oncor Electric Delivery Co.,0,0,0
39840,7140,Georgia Power Co.,76.3,54.04,88.77
45812,14006,Ohio Power Co.,63.8,43.58,75.25
15227,5487,Duquesne Light Co.,88.77,83.03,104.34
12585,3249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
48871,4254,Consumers Energy Co.,84.9,65.38,95.35
54460,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
55120,13781,Northern States Power Co.,69.79,57.42,89.95
96054,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
96051,14354,PacifiCorp.,59.39,40.36,69.43
76882,20404,AEP Texas North Co.,0,0,0
54941,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
48326,5109,Detroit Edison Co.,85.32,59.4,102.07
12743,14154,"Orange & Rockland Utilities, Inc.",120.91,85.38,153.98
19139,14940,PECO Energy Co.,121.2,81.88,139.07
39202,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
24438,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
62613,3253,Central Illinois Public Services Co.,63.43,39.23,72.64
7751,9726,Jersey Central Power & Light Co.,121.26,113.99,126.4
22749,15263,Potomac Edison Co.,80.14,52.31,69.2
21161,12390,Metropolitan Edison Co.,82.19,64.62,93.56
16407,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
8807,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
96011,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
98034,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
23442,5027,Delmarva Power & Light Co.,103.72,58.26,118.69
15439,20387,West Penn Power Co.,61.26,47.16,71.66
50854,12698,Aquila Inc.,68.63,52.06,84.81
83525,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
2081,1998,Boston Edison Co.,193.53,199.87,201.75
59222,12819,Montana Dakota Utilities Co.,0,0,0
44709,14006,Ohio Power Co.,63.8,43.58,75.25
75102,A3483,Oncor Electric Delivery Co.,0,0,0
26739,12796,Monongahela Power Co.,59.39,41.09,72.5
44629,14006,Ohio Power Co.,63.8,43.58,75.25
92626,17609,Southern California Edison Co.,144.53,119.66,157.72
43050,14006,Ohio Power Co.,63.8,43.58,75.25
13409,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
42647,10171,Kentucky Utilities Co.,57.83,45.19,60.29
49814,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
77382,8901,"CenterPoint Energy Houston Electric, LLC",0,0,0
76541,A3483,Oncor Electric Delivery Co.,0,0,0
90077,17609,Southern California Edison Co.,144.53,119.66,157.72
56556,14232,Otter Tail Power Co.,64.49,50.72,74.26
16102,14716,Pennsylvania Power Co.,73.87,54.63,82.95
50173,9162,Interstate Power & Light Co.,0,0,0
76490,A3483,Oncor Electric Delivery Co.,0,0,0
61299,12341,MidAmerican Energy Co.,65.04,40.61,86.15
13778,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
7632,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
38080,19436,Union Electric Co.,56.56,41.72,69.64
63131,19436,Union Electric Co.,56.56,41.72,69.64
13732,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
1757,11804,Massachusetts Electric Co.,160.29,159.57,154.32
52307,471,Amana Society Service Co.,0,0,0
56073,9162,Interstate Power & Light Co.,0,0,0
6801,4176,Connecticut Light & Power Co.,148.18,124.12,174.86
86401,803,Arizona Public Service Co.,87.13,61.11,98.47
2671,4089,Commonwealth Electric Co.,172.95,163.03,195.27
15238,5487,Duquesne Light Co.,88.77,83.03,104.34
17302,14940,PECO Energy Co.,121.2,81.88,139.07
28356,3046,Carolina Power & Light Co.,74.34,57.46,90.23
19518,14940,PECO Energy Co.,121.2,81.88,139.07
32607,6452,Florida Power & Light Co.,106.06,88.71,119
30360,7140,Georgia Power Co.,76.3,54.04,88.77
32732,6452,Florida Power & Light Co.,106.06,88.71,119
29330,5416,Duke Power Co.,63.62,44.52,78.13
25275,12796,Monongahela Power Co.,59.39,41.09,72.5
95363,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
17552,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
57371,13809,"NorthWestern Energy, a Division of Northwestern Co",79.6,55.66,85.81
72949,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
52658,9208,Illinois Power Co.,73.39,46.63,77.12
2830,11804,Massachusetts Electric Co.,160.29,159.57,154.32
85701,24211,Tucson Electric Power Co.,103.76,65.74,90.9
1151,11804,Massachusetts Electric Co.,160.29,159.57,154.32
70080,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
52726,9162,Interstate Power & Light Co.,0,0,0
6239,13214,Narragansett Electric Co.,136.93,127.63,150.98
43326,14006,Ohio Power Co.,63.8,43.58,75.25
16640,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
41503,22053,Kentucky Power Co.,67.59,42.47,64.98
66507,22500,Westar Energy Inc.,0,0,0
87540,15473,Public Service Co. of New Mexico,70.15,47.1,80.38
7504,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
98580,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
34949,6452,Florida Power & Light Co.,106.06,88.71,119
85339,803,Arizona Public Service Co.,87.13,61.11,98.47
59053,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
49654,4254,Consumers Energy Co.,84.9,65.38,95.35
14858,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
12435,3249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
30216,7140,Georgia Power Co.,76.3,54.04,88.77
83285,14354,PacifiCorp.,59.39,40.36,69.43
50472,9162,Interstate Power & Light Co.,0,0,0
49858,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
19540,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
21643,5027,Delmarva Power & Light Co.,103.72,58.26,118.69
50624,9162,Interstate Power & Light Co.,0,0,0
24066,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
39335,12686,Mississippi Power Co.,81.56,51.04,101.26
3855,15472,PSC of New Hampshire,136.75,128.88,151.42
75469,A3483,Oncor Electric Delivery Co.,0,0,0
19152,14940,PECO Energy Co.,121.2,81.88,139.07
12032,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
32435,7801,Gulf Power Co.,79.83,61.94,94.18
97458,14354,PacifiCorp.,59.39,40.36,69.43
54420,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
41534,22053,Kentucky Power Co.,67.59,42.47,64.98
79915,5701,El Paso Electric Co.,102.73,68.45,120.86
48872,4254,Consumers Energy Co.,84.9,65.38,95.35
38676,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
43571,18997,Toledo Edison Co.,104.33,44.25,108.58
70118,11241,"Entergy Louisiana, Inc.",93.77,63.43,92.2
58433,12819,Montana Dakota Utilities Co.,0,0,0
49107,9324,Indiana Michigan Power Co.,60.17,43.52,67.29
7734,9726,Jersey Central Power & Light Co.,121.26,113.99,126.4
25637,733,Appalachian Power Co.,52.6,36.59,58.52
31721,7140,Georgia Power Co.,76.3,54.04,88.77
58649,12819,Montana Dakota Utilities Co.,0,0,0
12031,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
89044,13407,Nevada Power Co.,98.43,86.03,108
17774,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
25672,733,Appalachian Power Co.,52.6,36.59,58.52
59015,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
5346,3292,Central Vermont Public Service Corp.,117.59,81.45,129.78
72315,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
30660,7140,Georgia Power Co.,76.3,54.04,88.77
89019,17609,Southern California Edison Co.,144.53,119.66,157.72
28146,5416,Duke Power Co.,63.62,44.52,78.13
79743,20404,AEP Texas North Co.,0,0,0
72730,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
84311,14354,PacifiCorp.,59.39,40.36,69.43
66851,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
57012,13781,Northern States Power Co.,69.79,57.42,89.95
84138,14354,PacifiCorp.,59.39,40.36,69.43
74083,10005,"KGE, A Westar Energy Co.",64.39,43.65,76.92
94062,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
3871,15472,PSC of New Hampshire,136.75,128.88,151.42
45326,4922,Dayton Power & Light Co.,75.88,63.79,94.01
13339,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
54670,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
84532,14354,PacifiCorp.,59.39,40.36,69.43
13340,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
77420,3278,AEP Texas Central Co.,0,0,0
44046,3755,Cleveland Electric Illuminating Co.,111.47,66.68,107.92
77660,7806,"Entergy Gulf States, Inc.",100.28,76.33,110.31
5821,26510,Granite State Electric Co.,106.11,104.12,125.3
18083,12390,Metropolitan Edison Co.,82.19,64.62,93.56
1037,11804,Massachusetts Electric Co.,160.29,159.57,154.32
46923,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
3037,4148,"Unitil Energy Systems, Inc.",0,0,0
22842,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
61001,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
63089,19436,Union Electric Co.,56.56,41.72,69.64
93643,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
3574,15472,PSC of New Hampshire,136.75,128.88,151.42
47467,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
74827,15474,PSC of Oklahoma,74.19,58.93,84.1
30401,7140,Georgia Power Co.,76.3,54.04,88.77
33880,18454,Tampa Electric Co.,96.85,76.54,109.71
12543,3249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
12564,3249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
3904,3266,Central Maine Power Co.,129.63,0,144.58
43449,18997,Toledo Edison Co.,104.33,44.25,108.58
92545,17609,Southern California Edison Co.,144.53,119.66,157.72
6896,4176,Connecticut Light & Power Co.,148.18,124.12,174.86
23084,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
53014,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
98368,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
60641,4110,Commonwealth Edison Co.,76.48,55.66,86.59
61432,3252,Central Illinois Light Co.,65.82,52,69.39
48340,5109,Detroit Edison Co.,85.32,59.4,102.07
50548,12341,MidAmerican Energy Co.,65.04,40.61,86.15
48742,4254,Consumers Energy Co.,84.9,65.38,95.35
95221,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
65281,19436,Union Electric Co.,56.56,41.72,69.64
62966,3253,Central Illinois Public Services Co.,63.43,39.23,72.64
65330,10000,Kansas City Power & Light Co.,60.27,46.48,71
12052,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
53586,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
74966,15474,PSC of Oklahoma,74.19,58.93,84.1
26134,12796,Monongahela Power Co.,59.39,41.09,72.5
73179,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
55317,13781,Northern States Power Co.,69.79,57.42,89.95
52646,9208,Illinois Power Co.,73.39,46.63,77.12
29708,5416,Duke Power Co.,63.62,44.52,78.13
33476,6452,Florida Power & Light Co.,106.06,88.71,119
12873,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
10040,4226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
61726,4110,Commonwealth Edison Co.,76.48,55.66,86.59
92317,17609,Southern California Edison Co.,144.53,119.66,157.72
4047,3266,Central Maine Power Co.,129.63,0,144.58
12944,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
43326,13998,Ohio Edison Co.,100.63,59.53,104.78
56544,14232,Otter Tail Power Co.,64.49,50.72,74.26
62366,3253,Central Illinois Public Services Co.,63.43,39.23,72.64
93924,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
54603,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
14544,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
27806,3046,Carolina Power & Light Co.,74.34,57.46,90.23
76463,A3483,Oncor Electric Delivery Co.,0,0,0
17082,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
7111,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
55024,13781,Northern States Power Co.,69.79,57.42,89.95
25064,733,Appalachian Power Co.,52.6,36.59,58.52
30046,7140,Georgia Power Co.,76.3,54.04,88.77
47807,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
26159,12796,Monongahela Power Co.,59.39,41.09,72.5
78753,A3483,Oncor Electric Delivery Co.,0,0,0
90064,17609,Southern California Edison Co.,144.53,119.66,157.72
43050,13998,Ohio Edison Co.,100.63,59.53,104.78
49094,4254,Consumers Energy Co.,84.9,65.38,95.35
83526,20169,Avista Corp.,72.22,45.09,65.6
5446,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
76548,A3483,Oncor Electric Delivery Co.,0,0,0
27860,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
30906,7140,Georgia Power Co.,76.3,54.04,88.77
49801,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
30043,7140,Georgia Power Co.,76.3,54.04,88.77
17252,20387,West Penn Power Co.,61.26,47.16,71.66
58716,14232,Otter Tail Power Co.,64.49,50.72,74.26
6053,4176,Connecticut Light & Power Co.,148.18,124.12,174.86
